Player,Pos,Age,Tm,G,GS,MP/G,FG/G,FGA/G,FG%,3P/G,3PA/G,3P%,2P/G,2PA/G,2P%,eFG%,FT/G,FTA/G,FT%,ORB/G,DRB/G,TRB/G,AST/G,STL/G,BLK/G,TOV/G,PF/G,PTS/G
Glenn Robinson,SF,24,IND,13,0,13.5,1.2,3.1,.375,0.2,0.9,.167,1.0,2.2,.464,.400,0.5,0.5,.857,0.4,0.7,1.1,0.8,0.6,0.1,0.2,0.8,2.9
Rajon Rondo,PG,31,NOP,57,55,25.9,3.4,7.4,.457,0.8,2.3,.341,2.6,5.1,.509,.510,0.4,0.7,.575,0.5,3.5,4.0,7.9,1.0,0.2,2.2,1.8,7.9
Derrick Rose,PG,29,TOT,21,7,17.4,3.5,7.9,.442,0.3,1.3,.222,3.2,6.6,.486,.461,1.8,2.1,.864,0.6,1.0,1.6,1.6,0.2,0.2,1.5,0.7,9.0
Derrick Rose,PG,29,CLE,16,7,19.3,3.6,8.3,.439,0.4,1.5,.250,3.3,6.8,.481,.462,2.2,2.6,.854,0.6,1.2,1.8,1.6,0.2,0.3,1.8,0.9,9.8
Derrick Rose,PG,29,MIN,5,0,11.6,3.0,6.6,.455,0.0,0.6,.000,3.0,6.0,.500,.455,0.6,0.6,1.000,0.6,0.2,0.8,1.6,0.4,0.0,0.8,0.2,6.6
Terrence Ross,SG,26,ORL,22,20,26.2,3.3,8.0,.407,1.3,3.9,.329,2.0,4.2,.478,.486,1.2,1.6,.743,0.5,2.7,3.2,1.6,1.2,0.4,1.1,2.0,9.0
Terry Rozier,PG,23,BOS,71,7,25.1,3.9,9.6,.401,1.8,4.8,.380,2.0,4.8,.421,.496,1.4,1.8,.750,0.8,3.7,4.5,2.7,1.0,0.2,1.0,1.6,10.9
Ricky Rubio,PG,27,UTA,67,67,29.7,4.3,10.7,.404,1.1,3.4,.322,3.2,7.3,.442,.455,2.8,3.3,.850,0.6,4.0,4.5,5.4,1.5,0.1,2.8,2.7,12.5
D'Angelo Russell,PG,21,BRK,38,25,25.9,6.0,14.3,.417,1.8,5.5,.324,4.2,8.8,.475,.479,2.4,3.1,.756,0.7,3.2,3.9,4.9,0.7,0.3,3.1,2.0,16.1
Domantas Sabonis,C,21,IND,66,19,24.7,4.6,8.9,.518,0.2,0.5,.364,4.4,8.4,.527,.528,2.3,3.1,.737,2.3,5.6,7.9,2.0,0.5,0.4,1.9,2.9,11.7
JaKarr Sampson,SF,24,SAC,15,3,15.1,1.9,2.9,.659,0.3,0.5,.714,1.6,2.5,.649,.716,0.3,0.5,.625,0.9,2.7,3.6,0.5,0.4,0.9,0.4,2.5,4.5
Dario Saric,PF,23,PHI,69,64,30.4,5.2,11.5,.456,2.0,5.1,.398,3.2,6.3,.502,.545,2.3,2.7,.871,2.0,4.8,6.8,2.6,0.7,0.3,1.9,2.1,14.9
Tomas Satoransky,SG,26,WAS,62,23,21.4,2.6,5.0,.521,0.6,1.4,.453,2.0,3.7,.546,.583,1.1,1.5,.767,0.9,2.0,2.9,3.8,0.7,0.2,1.0,1.7,7.0
Dennis Schroder,PG,24,ATL,66,66,31.0,7.5,17.1,.436,1.2,3.9,.295,6.3,13.2,.478,.469,3.4,4.0,.856,0.7,2.4,3.1,6.2,1.1,0.1,2.7,2.2,19.5
Mike Scott,PF,29,WAS,65,1,18.1,3.6,6.6,.538,0.8,2.1,.407,2.7,4.6,.598,.602,0.6,1.0,.667,0.6,2.5,3.1,1.0,0.3,0.2,1.1,2.0,8.6
Thabo Sefolosha,SF,33,UTA,38,6,21.2,3.1,6.3,.492,0.8,2.2,.381,2.3,4.1,.551,.558,1.2,1.4,.815,0.8,3.5,4.2,0.9,1.4,0.3,0.8,1.6,8.2
Wayne Selden,SG,23,MEM,29,8,18.9,2.9,7.1,.411,1.3,3.4,.390,1.6,3.7,.430,.505,1.2,1.6,.756,0.5,1.2,1.7,1.8,0.4,0.1,1.5,1.7,8.4
Ramon Sessions,PG,31,TOT,20,3,15.1,1.6,4.8,.323,0.3,1.1,.286,1.3,3.8,.333,.354,1.5,1.9,.763,0.2,1.2,1.4,2.6,0.6,0.1,1.2,1.3,4.9
Ramon Sessions,PG,31,NYK,13,3,12.8,1.3,4.1,.321,0.2,0.8,.182,1.2,3.2,.357,.340,0.9,1.2,.800,0.1,1.3,1.4,2.1,0.5,0.1,1.2,1.1,3.7
Ramon Sessions,PG,31,WAS,7,0,19.3,2.0,6.1,.326,0.6,1.4,.400,1.4,4.7,.303,.372,2.4,3.3,.739,0.4,1.0,1.4,3.6,0.6,0.1,1.3,1.7,7.0
Iman Shumpert,SG,27,CLE,14,6,19.7,1.6,4.1,.379,0.5,1.9,.269,1.1,2.3,.469,.440,0.8,1.1,.733,0.5,2.4,2.9,1.2,0.6,0.3,1.2,1.6,4.4
Pascal Siakam,PF,23,TOR,71,4,20.5,3.1,6.1,.509,0.3,1.7,.193,2.8,4.4,.629,.536,0.7,1.1,.645,1.0,3.5,4.5,1.9,0.8,0.5,0.8,1.9,7.2
Ben Simmons,PG,21,PHI,69,69,34.4,6.8,12.8,.536,0.0,0.1,.000,6.8,12.6,.543,.536,2.4,4.3,.573,1.8,6.0,7.8,7.9,1.7,0.8,3.5,2.6,16.1
Jonathon Simmons,SG,28,ORL,69,50,29.4,5.1,11.0,.465,1.0,3.0,.338,4.1,8.1,.512,.511,2.7,3.5,.768,0.9,2.6,3.5,2.5,0.8,0.2,2.1,2.5,13.9
Kobi Simmons,PG,20,MEM,21,5,18.2,2.3,5.5,.422,0.2,0.9,.263,2.1,4.6,.454,.444,0.6,0.6,1.000,0.5,1.3,1.8,1.7,0.7,0.2,1.1,2.0,5.5
Kyle Singler,SF,29,OKC,12,0,4.9,0.6,1.8,.333,0.2,0.4,.400,0.4,1.3,.313,.381,0.6,1.1,.538,0.1,0.8,0.8,0.2,0.1,0.0,0.3,0.3,1.9
Marcus Smart,SG,23,BOS,54,11,29.9,3.5,9.5,.367,1.4,4.6,.301,2.1,4.9,.429,.440,1.8,2.5,.729,0.8,2.7,3.5,4.8,1.3,0.4,2.4,2.5,10.2
Dennis Smith,PG,20,DAL,61,61,29.7,5.8,14.8,.390,1.5,4.9,.305,4.3,9.9,.432,.441,2.0,2.9,.699,0.7,3.1,3.8,4.9,1.0,0.3,2.8,2.1,15.0
Ish Smith,PG,29,DET,71,35,25.4,4.6,9.8,.476,0.3,0.9,.317,4.4,8.9,.491,.490,1.1,1.6,.699,0.4,2.4,2.8,4.3,0.8,0.2,1.3,1.8,10.7
J.R. Smith,SG,32,CLE,69,61,28.8,3.0,7.6,.392,1.9,5.0,.368,1.1,2.5,.440,.514,0.5,0.7,.688,0.4,2.6,3.0,1.9,0.9,0.2,1.0,2.1,8.3
Jason Smith,C,31,WAS,28,2,8.8,1.4,3.6,.380,0.1,1.0,.143,1.2,2.6,.472,.400,0.5,0.6,.882,0.6,1.0,1.6,0.5,0.1,0.4,0.5,1.4,3.4
Josh Smith,PF,32,NOP,3,0,4.0,0.3,1.3,.250,0.0,0.0,,0.3,1.3,.250,.250,0.0,0.0,,1.0,0.3,1.3,0.0,0.0,0.0,0.0,1.0,0.7
Tony Snell,SG,26,MIL,64,51,28.3,2.5,5.8,.435,1.5,3.6,.403,1.0,2.1,.489,.562,0.5,0.7,.795,0.1,1.8,1.9,1.3,0.7,0.3,0.5,1.6,7.0
Marreese Speights,C,30,ORL,49,3,13.1,2.6,6.7,.392,1.7,4.5,.369,1.0,2.2,.439,.517,0.8,1.0,.760,0.4,2.2,2.6,0.8,0.1,0.4,0.7,2.0,7.7
Nik Stauskas,SG,24,TOT,35,0,12.2,1.3,3.4,.383,0.9,2.3,.407,0.4,1.1,.333,.521,0.5,0.6,.773,0.1,1.4,1.5,0.8,0.2,0.1,0.6,0.5,4.1
Nik Stauskas,SG,24,PHI,6,0,7.5,0.2,0.7,.250,0.0,0.2,.000,0.2,0.5,.333,.250,0.3,0.3,1.000,0.0,0.2,0.2,0.2,0.7,0.0,0.7,0.5,0.7
Nik Stauskas,SG,24,BRK,29,0,13.2,1.6,4.0,.388,1.1,2.8,.413,0.4,1.2,.333,.530,0.5,0.7,.750,0.1,1.7,1.8,1.0,0.1,0.1,0.6,0.5,4.8
Lance Stephenson,SG,27,IND,72,6,22.7,3.8,8.6,.436,0.8,2.7,.311,2.9,5.9,.494,.486,1.1,1.6,.679,0.7,4.3,5.1,2.9,0.6,0.2,1.7,2.2,9.4
Julyan Stone,SG,29,CHO,16,0,3.8,0.1,0.3,.500,0.1,0.3,.500,0.0,0.0,,.750,0.1,0.1,.500,0.0,1.0,1.0,0.8,0.1,0.1,0.3,0.6,0.4
Caleb Swanigan,PF,20,POR,21,3,7.0,0.8,2.2,.370,0.0,0.3,.167,0.8,1.9,.400,.380,0.4,0.6,.615,0.7,1.1,1.8,0.5,0.2,0.1,0.6,1.3,2.0
Jayson Tatum,SF,19,BOS,71,71,30.5,4.8,10.1,.476,1.3,3.1,.429,3.5,7.1,.496,.540,2.6,3.2,.821,0.6,4.5,5.1,1.5,0.9,0.8,1.3,2.1,13.6
Isaiah Taylor,PG,23,ATL,56,1,15.4,1.9,4.7,.418,0.2,0.9,.255,1.7,3.8,.457,.443,1.4,2.0,.691,0.3,1.0,1.3,2.6,0.4,0.2,1.0,1.6,5.5
Jeff Teague,PG,29,MIN,61,61,33.1,5.0,11.1,.450,1.2,3.1,.380,3.8,8.0,.477,.504,2.7,3.3,.829,0.4,2.7,3.1,7.1,1.5,0.3,2.6,2.4,13.9
Mirza Teletovic,PF,32,MIL,10,0,15.9,2.5,5.7,.439,2.1,4.5,.467,0.4,1.2,.333,.623,0.0,0.0,,0.3,2.0,2.3,1.0,0.4,0.1,0.7,1.4,7.1
Garrett Temple,SG,31,SAC,65,35,24.8,3.1,7.3,.418,1.4,3.5,.392,1.7,3.8,.442,.512,0.9,1.2,.769,0.3,2.0,2.3,1.9,0.9,0.4,1.2,2.1,8.4
Milos Teodosic,PG,30,LAC,42,33,25.1,3.3,7.9,.414,1.9,5.1,.377,1.4,2.8,.483,.536,0.8,1.0,.850,0.4,2.4,2.8,4.8,0.5,0.1,2.1,2.3,9.3
Jason Terry,SG,40,MIL,40,2,14.6,1.1,2.8,.378,0.7,2.1,.341,0.4,0.7,.483,.505,0.2,0.2,1.000,0.1,0.9,0.9,1.1,0.6,0.3,0.5,1.0,3.0
Daniel Theis,C,25,BOS,63,3,14.9,2.0,3.7,.541,0.3,0.9,.310,1.7,2.8,.617,.579,1.0,1.3,.753,1.4,2.9,4.3,0.9,0.5,0.8,0.9,2.5,5.3
Isaiah Thomas,PG,28,TOT,31,15,27.0,4.9,13.2,.369,1.7,5.9,.293,3.1,7.3,.431,.435,3.7,4.2,.891,0.5,1.6,2.1,4.9,0.5,0.1,2.9,1.8,15.2
Isaiah Thomas,PG,28,CLE,15,14,27.1,4.7,12.9,.361,1.5,5.8,.253,3.2,7.1,.449,.418,3.9,4.5,.868,0.5,1.6,2.1,4.5,0.6,0.1,2.7,1.7,14.7
Isaiah Thomas,PG,28,LAL,16,1,26.9,5.1,13.4,.377,2.0,6.1,.330,3.1,7.4,.415,.451,3.5,3.8,.918,0.6,1.6,2.2,5.2,0.4,0.1,3.0,1.9,15.6
Lance Thomas,PF,29,NYK,65,26,18.5,1.4,3.5,.389,0.7,1.7,.394,0.7,1.8,.383,.483,0.6,0.7,.851,0.6,1.8,2.4,0.6,0.4,0.2,0.6,1.8,4.0
Klay Thompson,SG,27,GSW,66,66,34.4,7.7,15.8,.490,3.1,7.0,.443,4.6,8.7,.528,.589,1.2,1.4,.835,0.4,3.5,3.8,2.7,0.7,0.5,1.7,1.6,19.7
Tristan Thompson,C,26,CLE,42,21,21.4,2.7,4.6,.588,0.0,0.0,,2.7,4.6,.588,.588,0.9,1.6,.545,2.3,4.2,6.5,0.6,0.4,0.4,0.7,2.1,6.3
Sindarius Thornwell,SG,23,LAC,62,15,15.1,1.3,2.9,.431,0.3,0.8,.346,1.0,2.1,.465,.481,0.8,1.1,.704,0.4,1.3,1.7,0.7,0.7,0.3,0.7,1.6,3.6
Anthony Tolliver,PF,32,DET,68,6,20.8,2.4,5.5,.436,1.8,4.3,.412,0.6,1.2,.524,.597,1.2,1.5,.802,0.6,2.3,2.8,1.1,0.4,0.3,0.8,1.7,7.8
Karl-Anthony Towns,C,22,MIN,72,72,35.4,7.6,13.9,.549,1.4,3.4,.426,6.2,10.5,.588,.601,4.1,4.8,.856,2.9,9.3,12.2,2.4,0.8,1.4,2.0,3.4,20.9
P.J. Tucker,SF,32,HOU,71,23,27.7,2.0,5.1,.389,1.3,3.5,.372,0.7,1.6,.425,.517,0.6,0.8,.724,1.1,4.4,5.5,0.9,1.0,0.3,0.9,2.6,5.8
Evan Turner,SF,29,POR,68,31,25.4,3.2,7.3,.446,0.5,1.5,.320,2.8,5.7,.479,.480,1.2,1.4,.851,0.4,2.8,3.2,2.3,0.6,0.3,1.3,2.0,8.1
Myles Turner,C,21,IND,55,52,28.5,5.1,10.2,.500,0.9,2.5,.380,4.1,7.7,.539,.546,2.6,3.4,.773,1.5,5.4,6.9,1.4,0.6,1.9,1.5,2.9,13.7
Ekpe Udoh,C,30,UTA,57,3,13.6,1.0,2.0,.509,0.0,0.0,.000,1.0,2.0,.513,.509,0.7,0.9,.759,1.1,1.4,2.5,0.9,0.7,1.2,0.3,1.7,2.8
Tyler Ulis,PG,22,PHO,61,37,21.8,2.5,6.9,.370,0.5,1.8,.264,2.1,5.1,.408,.405,1.0,1.2,.816,0.3,1.3,1.6,3.9,1.0,0.1,1.6,1.7,6.6
Jonas Valanciunas,C,25,TOR,68,68,22.5,4.9,8.6,.568,0.4,0.9,.443,4.5,7.8,.583,.591,2.2,2.8,.800,2.4,6.2,8.5,1.1,0.4,0.9,1.5,2.6,12.5
Denzel Valentine,SG,24,CHI,71,35,27.4,3.9,9.3,.416,1.8,4.8,.383,2.1,4.6,.451,.514,0.5,0.7,.766,0.7,4.6,5.3,3.2,0.8,0.1,1.2,2.4,10.1
Fred VanVleet,PG,23,TOR,67,0,19.9,3.0,7.1,.419,1.3,3.3,.396,1.7,3.8,.439,.512,1.1,1.3,.856,0.3,2.2,2.5,3.2,1.0,0.3,1.0,1.7,8.4
Rashad Vaughn,SG,21,TOT,28,0,7.6,0.8,2.0,.411,0.5,1.3,.378,0.3,0.7,.474,.536,0.1,0.2,.667,0.1,0.6,0.8,0.5,0.2,0.1,0.2,0.5,2.3
Rashad Vaughn,SG,21,MIL,22,0,7.9,1.0,2.3,.420,0.6,1.6,.371,0.4,0.7,.533,.550,0.2,0.3,.667,0.1,0.7,0.8,0.5,0.2,0.1,0.2,0.5,2.7
Rashad Vaughn,SG,21,BRK,1,0,4.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Rashad Vaughn,SG,21,ORL,5,0,7.0,0.4,1.2,.333,0.2,0.4,.500,0.2,0.8,.250,.417,0.0,0.0,,0.2,0.6,0.8,0.0,0.2,0.0,0.4,0.4,1.0
Noah Vonleh,PF,22,TOT,47,14,15.4,1.8,3.9,.454,0.3,1.0,.340,1.4,2.9,.493,.497,0.7,1.0,.660,1.2,4.3,5.4,0.6,0.2,0.3,0.5,1.2,4.5
Noah Vonleh,PF,22,POR,33,12,14.4,1.4,2.9,.490,0.1,0.2,.333,1.4,2.7,.500,.500,0.7,0.9,.742,1.1,4.0,5.1,0.4,0.2,0.3,0.5,1.3,3.6
Noah Vonleh,PF,22,CHI,14,2,17.6,2.6,6.2,.414,1.0,2.9,.341,1.6,3.3,.478,.494,0.6,1.1,.500,1.4,4.9,6.4,1.0,0.4,0.4,0.5,1.0,6.7
Nikola Vucevic,C,27,ORL,48,48,30.2,7.3,14.8,.491,1.3,3.8,.337,6.0,10.9,.545,.535,1.3,1.7,.800,1.7,7.3,9.0,3.3,1.0,1.1,2.0,2.6,17.1
Dwyane Wade,SG,36,TOT,58,3,23.1,4.5,10.1,.450,0.5,1.7,.299,4.0,8.4,.480,.475,2.1,2.9,.718,0.8,3.1,3.9,3.3,0.9,0.6,2.1,1.9,11.7
Dwyane Wade,SG,36,CLE,46,3,23.2,4.3,9.5,.455,0.5,1.5,.329,3.8,7.9,.479,.482,2.0,2.9,.701,0.8,3.1,3.9,3.5,0.9,0.7,2.0,1.8,11.2
Dwyane Wade,SG,36,MIA,12,0,22.8,5.4,12.4,.436,0.5,2.3,.222,4.9,10.2,.484,.456,2.3,3.0,.778,0.8,3.1,3.8,2.6,0.8,0.4,2.3,2.3,13.7
Dion Waiters,SG,26,MIA,30,30,30.6,5.4,13.7,.398,1.7,5.7,.306,3.7,8.0,.463,.461,1.7,2.3,.739,0.3,2.3,2.6,3.8,0.8,0.3,2.3,2.0,14.3
Kemba Walker,PG,27,CHO,70,70,34.9,7.5,17.6,.427,2.9,7.6,.386,4.6,10.1,.457,.509,4.7,5.5,.853,0.4,2.8,3.3,5.8,1.2,0.3,2.2,1.3,22.6
John Wall,PG,27,WAS,37,37,34.3,6.8,16.3,.417,1.4,4.0,.358,5.4,12.3,.436,.461,4.3,6.0,.719,0.5,3.0,3.6,9.3,1.3,1.1,3.6,1.9,19.4
Tyrone Wallace,PG,23,LAC,21,12,27.7,3.7,8.0,.461,0.4,1.2,.308,3.3,6.7,.489,.485,2.4,3.0,.781,0.7,2.7,3.4,2.5,0.9,0.4,1.2,2.8,10.1
Taurean Waller-Prince,SF,23,ATL,71,71,30.3,4.8,11.5,.419,2.1,5.4,.382,2.7,6.1,.452,.509,1.8,2.2,.843,0.6,4.2,4.9,2.4,1.0,0.5,2.3,2.1,13.5
Derrick Walton,PG,22,MIA,15,0,9.5,0.5,1.6,.333,0.5,1.1,.412,0.1,0.5,.143,.479,0.4,0.4,1.000,0.1,0.9,1.1,1.0,0.4,0.2,0.1,0.4,1.9
Jameel Warney,PF,24,DAL,3,0,9.0,2.3,4.0,.583,0.0,0.0,,2.3,4.0,.583,.583,1.0,1.7,.600,1.3,1.7,3.0,0.0,0.0,0.0,0.3,0.7,5.7
T.J. Warren,SF,24,PHO,65,65,33.0,8.1,16.4,.498,0.3,1.4,.222,7.8,15.0,.523,.507,3.0,3.9,.757,1.9,3.2,5.1,1.3,1.0,0.6,1.3,2.3,19.6
Travis Wear,SF,27,LAL,9,0,11.9,1.6,4.1,.378,1.1,2.9,.385,0.4,1.2,.364,.514,0.4,0.4,1.000,0.0,2.2,2.2,0.1,0.0,0.4,0.3,2.0,4.7
James Webb,SF,24,BRK,9,0,12.0,0.6,2.3,.238,0.4,1.9,.235,0.1,0.4,.250,.333,0.0,0.0,,0.8,1.7,2.4,0.4,0.1,0.0,0.3,1.1,1.6
Briante Weber,PG,25,TOT,17,0,12.7,1.1,2.5,.452,0.2,0.6,.364,0.9,1.8,.484,.500,0.4,0.5,.750,0.5,1.5,2.0,1.2,1.1,0.2,0.9,1.5,2.8
Briante Weber,PG,25,HOU,13,0,9.1,0.7,1.7,.409,0.3,0.7,.444,0.4,1.0,.385,.500,0.3,0.3,1.000,0.2,1.2,1.4,1.0,0.8,0.2,0.5,1.4,2.0
Briante Weber,PG,25,MEM,4,0,24.5,2.5,5.0,.500,0.0,0.5,.000,2.5,4.5,.556,.500,0.5,1.0,.500,1.3,2.8,4.0,2.0,2.0,0.3,2.0,2.0,5.5
David West,C,37,GSW,62,0,13.7,3.1,5.2,.594,0.0,0.1,.375,3.0,5.0,.599,.598,0.8,1.1,.750,0.9,2.5,3.4,1.9,0.6,1.1,1.2,1.7,7.0
Russell Westbrook,PG,29,OKC,71,71,36.2,9.5,21.1,.451,1.2,4.1,.289,8.3,17.0,.490,.479,5.1,7.0,.734,1.8,7.8,9.7,10.2,1.8,0.2,4.7,2.4,25.4
Andrew White,SF,24,ATL,9,0,14.0,2.1,5.0,.422,1.3,3.2,.414,0.8,1.8,.438,.556,0.1,0.2,.500,0.4,1.8,2.2,0.3,0.2,0.1,0.4,1.0,5.7
Derrick White,PG,23,SAS,17,0,8.2,0.9,1.9,.485,0.5,0.8,.615,0.5,1.2,.400,.606,0.8,1.2,.700,0.3,1.2,1.5,0.5,0.2,0.2,0.4,0.5,3.2
Okaro White,PF,25,MIA,6,4,13.3,1.2,2.7,.438,0.7,1.8,.364,0.5,0.8,.600,.563,0.3,0.5,.667,0.5,1.3,1.8,0.3,0.2,0.2,0.2,1.0,3.3
Isaiah Whitehead,PG,22,BRK,16,0,11.3,2.5,5.4,.465,0.4,1.1,.389,2.1,4.3,.485,.506,0.8,1.2,.684,0.3,1.4,1.6,1.3,0.5,0.1,1.5,1.4,6.3
Hassan Whiteside,C,28,MIA,47,47,25.9,5.9,10.7,.550,0.0,0.0,1.000,5.8,10.6,.548,.552,2.5,3.6,.690,3.2,8.6,11.8,1.0,0.7,1.7,1.8,2.4,14.3
Andrew Wiggins,SF,22,MIN,72,72,36.2,7.1,15.9,.446,1.4,4.2,.337,5.7,11.7,.485,.490,2.5,3.9,.647,1.0,3.1,4.1,1.8,1.1,0.7,1.7,2.0,18.1
Jacob Wiley,PF,23,BRK,5,0,6.6,0.2,0.8,.250,0.2,0.4,.500,0.0,0.4,.000,.375,0.2,0.4,.500,0.4,1.8,2.2,0.4,0.2,0.0,0.0,0.8,0.8
Damien Wilkins,SF,38,IND,19,1,8.0,0.7,2.1,.333,0.2,0.9,.222,0.5,1.1,.429,.385,0.2,0.2,.750,0.3,0.6,0.8,0.5,0.1,0.1,0.3,0.4,1.7
C.J. Williams,SG,27,LAC,30,15,19.7,2.4,5.4,.448,0.7,2.2,.313,1.7,3.2,.542,.512,0.4,0.5,.786,0.4,1.1,1.5,1.0,0.9,0.4,0.6,1.8,5.9
Derrick Williams,PF,26,LAL,2,0,4.5,0.5,2.0,.250,0.0,1.0,.000,0.5,1.0,.500,.250,0.0,0.0,,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,1.0
Lou Williams,SG,31,LAC,70,19,32.7,7.4,16.9,.437,2.5,7.0,.359,4.9,10.0,.491,.511,5.5,6.3,.878,0.5,2.0,2.5,5.4,1.1,0.2,3.0,1.4,22.8
Marvin Williams,PF,31,CHO,68,68,25.7,3.2,7.1,.447,1.5,3.9,.399,1.6,3.2,.505,.556,1.2,1.5,.804,0.9,3.8,4.7,1.1,0.7,0.4,0.9,1.6,9.1
Matt Williams,SG,24,MIA,3,0,3.7,0.7,2.0,.333,0.3,1.7,.200,0.3,0.3,1.000,.417,0.0,0.0,,0.0,0.3,0.3,0.0,0.0,0.0,0.3,0.3,1.7
Troy Williams,SF,23,TOT,16,0,12.6,2.5,5.2,.482,0.4,1.7,.222,2.1,3.5,.607,.518,0.9,1.6,.600,0.9,2.1,3.1,0.4,0.8,0.2,1.0,1.3,6.3
Troy Williams,SF,23,HOU,4,0,4.3,0.5,2.3,.222,0.0,1.3,.000,0.5,1.0,.500,.222,0.3,0.8,.333,0.3,0.8,1.0,0.3,0.3,0.0,0.3,0.5,1.3
Troy Williams,SF,23,NYK,12,0,15.4,3.2,6.2,.514,0.5,1.8,.273,2.7,4.3,.615,.554,1.2,1.8,.636,1.2,2.6,3.8,0.5,0.9,0.3,1.3,1.5,8.0
D.J. Wilson,PF,21,MIL,21,0,3.3,0.4,0.7,.571,0.1,0.2,.400,0.3,0.4,.667,.643,0.0,0.1,.500,0.0,0.4,0.4,0.1,0.1,0.0,0.2,0.2,0.9
Jamil Wilson,SF,27,LAC,15,10,18.3,2.5,5.4,.469,1.8,4.2,.429,0.7,1.2,.611,.636,0.1,0.3,.500,0.2,1.9,2.1,0.7,0.3,0.5,0.5,2.3,7.0
Justise Winslow,SF,21,MIA,58,25,24.2,2.9,6.8,.419,0.7,1.8,.413,2.1,5.0,.421,.473,0.9,1.4,.625,1.0,4.4,5.4,2.2,0.8,0.5,1.1,2.1,7.3
Jeff Withey,C,27,DAL,9,0,4.3,0.7,1.8,.375,0.2,1.1,.200,0.4,0.7,.667,.438,0.1,0.2,.500,0.1,1.0,1.1,0.0,0.0,0.3,0.2,0.3,1.7
Nate Wolters,PG,26,UTA,5,0,3.8,0.2,1.2,.167,0.0,0.0,,0.2,1.2,.167,.167,0.0,0.0,,0.2,0.2,0.4,0.2,0.0,0.0,0.0,0.2,0.4
Brandan Wright,PF,30,TOT,28,1,13.6,2.1,3.6,.578,0.0,0.0,,2.1,3.6,.578,.578,0.8,1.2,.636,1.2,2.2,3.4,0.5,0.5,0.9,0.3,1.1,5.0
Brandan Wright,PF,30,MEM,27,1,13.6,2.1,3.7,.576,0.0,0.0,,2.1,3.7,.576,.576,0.8,1.2,.636,1.2,2.3,3.4,0.5,0.5,0.9,0.3,1.1,5.0
Brandan Wright,PF,30,HOU,1,0,15.0,2.0,3.0,.667,0.0,0.0,,2.0,3.0,.667,.667,0.0,0.0,,1.0,1.0,2.0,0.0,0.0,1.0,0.0,3.0,4.0
Delon Wright,PG,25,TOR,59,4,20.9,3.0,6.3,.480,0.8,2.2,.369,2.2,4.1,.539,.544,1.5,1.8,.837,0.7,2.1,2.8,2.9,1.1,0.5,1.2,1.2,8.4
Guerschon Yabusele,PF,22,BOS,25,1,5.4,0.6,1.4,.417,0.3,0.9,.348,0.3,0.5,.538,.528,0.3,0.4,.636,0.5,0.9,1.4,0.4,0.1,0.1,0.3,0.6,1.8
James Young,SG,22,PHI,6,0,10.2,0.8,2.3,.357,0.5,1.7,.300,0.3,0.7,.500,.464,0.7,1.0,.667,0.0,0.3,0.3,0.3,0.0,0.0,0.2,0.7,2.8
Joe Young,PG,25,IND,50,1,10.4,1.5,3.4,.433,0.4,1.2,.367,1.0,2.2,.468,.497,0.4,0.6,.759,0.2,1.0,1.2,0.7,0.3,0.0,0.5,0.7,3.8
Nick Young,SG,32,GSW,69,5,16.2,2.5,5.8,.427,1.5,3.9,.379,1.0,1.8,.532,.557,0.7,0.8,.833,0.2,1.1,1.4,0.4,0.5,0.1,0.5,1.2,7.1
Thaddeus Young,PF,29,IND,72,72,32.4,5.1,10.6,.484,0.8,2.4,.324,4.3,8.2,.531,.520,0.6,1.1,.605,2.2,3.9,6.1,2.0,1.7,0.4,1.3,2.2,11.6
Cody Zeller,C,25,CHO,33,0,19.0,2.6,4.7,.545,0.1,0.1,.667,2.5,4.6,.542,.551,1.8,2.6,.718,2.0,3.3,5.4,0.9,0.4,0.6,1.0,2.5,7.1
Tyler Zeller,C,28,TOT,56,33,16.4,2.8,5.1,.552,0.2,0.5,.357,2.7,4.6,.573,.569,0.8,1.2,.682,1.6,2.9,4.5,0.6,0.2,0.5,0.8,1.8,6.7
Tyler Zeller,C,28,BRK,42,33,16.7,3.0,5.5,.546,0.2,0.6,.385,2.7,4.8,.567,.568,1.0,1.4,.667,1.5,3.1,4.6,0.7,0.2,0.5,0.8,1.9,7.1
Tyler Zeller,C,28,MIL,14,0,15.2,2.4,4.2,.576,0.0,0.1,.000,2.4,4.1,.596,.576,0.4,0.4,.833,1.9,2.4,4.2,0.4,0.1,0.6,0.5,1.7,5.2
Paul Zipser,SF,23,CHI,53,12,15.2,1.5,4.4,.349,0.7,2.1,.339,0.8,2.3,.358,.429,0.4,0.5,.731,0.2,2.2,2.5,0.8,0.4,0.3,0.8,1.6,4.1
Ante Zizic,C,21,CLE,25,2,7.0,1.5,2.2,.704,0.0,0.0,,1.5,2.2,.704,.704,0.6,0.8,.750,0.8,1.2,2.0,0.2,0.0,0.5,0.4,1.0,3.6
Ivica Zubac,C,20,LAL,31,0,7.7,1.2,2.3,.500,0.0,0.0,,1.2,2.3,.500,.500,0.8,1.0,.781,0.8,1.4,2.2,0.4,0.1,0.2,0.6,0.9,3.1
